X,Y
-3.0,-101.28442527930343
-2.9393939393939394,-95.81095174755292
-2.878787878787879,-89.86523012349446
-2.8181818181818183,-85.18615998308272
-2.757575757575758,-85.47248262661181
-2.696969696969697,-80.17445075879621
-2.6363636363636362,-73.00599257602595
-2.5757575757575757,-68.8986879417908
-2.515151515151515,-64.93662416435538
-2.4545454545454546,-54.44930786767628
-2.393939393939394,-57.34596141676933
-2.333333333333333,-52.69183168260175
-2.2727272727272725,-49.669757554906894
-2.212121212121212,-47.026682950820785
-2.1515151515151514,-45.84594322534657
-2.090909090909091,-40.714969147292955
-2.0303030303030303,-40.92495309763401
-1.9696969696969697,-37.12555584886973
-1.9090909090909092,-35.01881124291591
-1.8484848484848484,-31.401379583875876
-1.7878787878787878,-24.57106130670084
-1.7272727272727273,-30.685694923124895
-1.6666666666666665,-23.442294434065783
-1.606060606060606,-26.014089671533096
-1.5454545454545454,-21.813886271022895
-1.4848484848484849,-16.878336110236454
-1.4242424242424243,-17.216070843630042
-1.3636363636363635,-17.888021486737646
-1.303030303030303,-15.647876528351029
-1.2424242424242424,-11.43697557929346
-1.1818181818181817,-12.927299754794149
-1.121212121212121,-9.792866831744027
-1.0606060606060606,-8.980008614485161
-1.0,-9.303200695211634
-0.9393939393939394,-2.7217676078646402
-0.8787878787878789,-4.829610267688325
-0.8181818181818183,-9.310991409228063
-0.7575757575757573,-4.123849586227622
-0.6969696969696968,-5.126505839907701
-0.6363636363636362,-1.4716923086194218
-0.5757575757575757,-4.200006554640396
-0.5151515151515151,-2.344952750479781
-0.4545454545454546,-0.6654574480496043
-0.39393939393939403,0.4393602366859586
-0.33333333333333304,-3.363555777074514
-0.2727272727272725,-1.3542015701041346
-0.21212121212121193,-1.4060778388397068
-0.15151515151515138,-1.579914440882738
-0.09090909090909083,3.397174446001713
-0.030303030303030276,0.7750133704429341
0.030303030303030276,-2.4960005936465772
0.09090909090909083,1.8868133005708594
0.15151515151515138,4.287999958373988
0.21212121212121238,2.0711636513023657
0.27272727272727293,-3.0973424863783503
0.3333333333333335,-1.116616293880651
0.39393939393939403,2.274089989054159
0.4545454545454546,-1.806022627706382
0.5151515151515151,0.3493078882094225
0.5757575757575757,0.8492653242112627
0.6363636363636367,-2.7268887418038004
0.6969696969696972,-1.1737853866929864
0.7575757575757578,-7.724986749036495
0.8181818181818183,-3.4822839227887905
0.8787878787878789,-2.130369349506971
0.9393939393939394,-4.310520311115051
1.0,1.2648226078632705
1.0606060606060606,-5.037982619571542
1.121212121212121,-3.2254711700158336
1.1818181818181817,-2.238894502828267
1.2424242424242422,0.24253767366051804
1.3030303030303028,-5.633334898680218
1.3636363636363633,-0.5361818871250925
1.4242424242424248,-2.9195678262592386
1.4848484848484853,-4.954530227493124
1.5454545454545459,-2.0900680326905876
1.6060606060606064,-2.6075293830968755
1.666666666666667,-4.163396717280552
1.7272727272727275,-2.743942035880217
1.787878787878788,-3.5353543551448943
1.8484848484848486,-2.376799797629513
1.9090909090909092,-1.073935495435745
1.9696969696969697,1.0268907433461623
2.0303030303030303,-4.31763227767151
2.090909090909091,2.7799660731292146
2.1515151515151514,-4.978945334971762
2.212121212121212,-0.9089073078049836
2.2727272727272725,1.1015029328789954
2.333333333333334,1.0805022539885898
2.3939393939393945,-0.06711482003464875
2.454545454545455,1.4905924639736545
2.5151515151515156,1.72084622596019
2.575757575757576,2.402259439001358
2.6363636363636367,6.231135073080366
2.6969696969696972,6.276376187167873
2.757575757575758,5.289084112481172
2.8181818181818183,9.671476234713232
2.878787878787879,9.771735141038084
2.9393939393939394,12.1578777285091
3.0,13.259257683847224
